"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE21 Småland and islands","1 central government","315 Ship and aircraft controllers and technicians","men",40,30,40,40
"SE21 Småland and islands","1 central government","315 Ship and aircraft controllers and technicians","women",0,0,0,10
"SE21 Småland and islands","1 central government","321 Medical and pharmaceutical technicians","men",20,10,20,20
"SE21 Småland and islands","1 central government","321 Medical and pharmaceutical technicians","women",20,20,20,30
"SE21 Småland and islands","1 central government","323 Complementary medicine therapists and associate professionals","men",0,0,0,0
"SE21 Småland and islands","1 central government","323 Complementary medicine therapists and associate professionals","women",0,0,0,0
"SE21 Småland and islands","1 central government","324 Veterinary assistants","men",10,10,10,20
"SE21 Småland and islands","1 central government","324 Veterinary assistants","women",0,30,40,50
"SE21 Småland and islands","1 central government","325 Dental hygienists","men",0,0,0,0
"SE21 Småland and islands","1 central government","325 Dental hygienists","women",0,0,0,0
"SE21 Småland and islands","1 central government","331 Financial and accounting associate professionals","men",10,20,20,20
"SE21 Småland and islands","1 central government","331 Financial and accounting associate professionals","women",70,60,60,50
"SE21 Småland and islands","1 central government","332 Insurance advisers, sales and purchasing agents","men",20,20,10,20
"SE21 Småland and islands","1 central government","332 Insurance advisers, sales and purchasing agents","women",10,20,20,20
"SE21 Småland and islands","1 central government","333 Business services agents","men",240,230,210,190
"SE21 Småland and islands","1 central government","333 Business services agents","women",460,430,400,350
"SE21 Småland and islands","1 central government","334 Administrative and specialized secretaries","men",10,10,10,10
"SE21 Småland and islands","1 central government","334 Administrative and specialized secretaries","women",90,100,90,80
"SE21 Småland and islands","1 central government","335 Tax and related government associate professionals","men",630,610,630,650
"SE21 Småland and islands","1 central government","335 Tax and related government associate professionals","women",1700,1600,1700,1700
"SE21 Småland and islands","1 central government","336 Police officers ","men",710,670,670,680
"SE21 Småland and islands","1 central government","336 Police officers ","women",320,310,320,330
"SE21 Småland and islands","1 central government","341 Social work and religious associate professionals","men",210,240,170,170
"SE21 Småland and islands","1 central government","341 Social work and religious associate professionals","women",150,160,120,120
"SE21 Småland and islands","1 central government","342 Athletes, fitness instructors and recreational workers","men",0,0,0,0
"SE21 Småland and islands","1 central government","342 Athletes, fitness instructors and recreational workers","women",0,0,0,0
"SE21 Småland and islands","1 central government","343 Photographers, interior decorators and entertainers","men",0,0,0,0
"SE21 Småland and islands","1 central government","343 Photographers, interior decorators and entertainers","women",0,0,0,0
"SE21 Småland and islands","1 central government","344 Driving instructors and other instructors","men",0,10,0,10
"SE21 Småland and islands","1 central government","344 Driving instructors and other instructors","women",0,0,0,10
"SE21 Småland and islands","1 central government","345 Culinary associate professionals","men",0,0,0,0
"SE21 Småland and islands","1 central government","345 Culinary associate professionals","women",0,0,0,10
"SE21 Småland and islands","1 central government","351 ICT operations and user support technicians","men",20,40,80,90
"SE21 Småland and islands","1 central government","351 ICT operations and user support technicians","women",20,10,30,30
"SE21 Småland and islands","1 central government","352 Broadcasting and audio-visual technicians","men",30,10,10,0
"SE21 Småland and islands","1 central government","352 Broadcasting and audio-visual technicians","women",30,10,0,0
"SE21 Småland and islands","1 central government","411 Office assistants and other secretaries","men",60,50,30,40
"SE21 Småland and islands","1 central government","411 Office assistants and other secretaries","women",250,250,210,240
"SE21 Småland and islands","1 central government","421 Croupiers, debt collectors and related workers","men",0,0,0,0
"SE21 Småland and islands","1 central government","421 Croupiers, debt collectors and related workers","women",0,10,10,0
"SE21 Småland and islands","1 central government","422 Client information clerks","men",10,40,60,60
"SE21 Småland and islands","1 central government","422 Client information clerks","women",80,150,170,180
"SE21 Småland and islands","1 central government","432 Stores and transport clerks","men",60,60,70,60
"SE21 Småland and islands","1 central government","432 Stores and transport clerks","women",20,20,20,20
"SE21 Småland and islands","1 central government","441 Library and filing clerks","men",10,10,10,10
"SE21 Småland and islands","1 central government","441 Library and filing clerks","women",20,20,20,20
"SE21 Småland and islands","1 central government","442 Postmen and postal facility workers","men",0,0,0,0
"SE21 Småland and islands","1 central government","442 Postmen and postal facility workers","women",0,0,0,0
"SE21 Småland and islands","1 central government","443 Elected representatives","men",0,0,0,0
"SE21 Småland and islands","1 central government","443 Elected representatives","women",0,0,0,0
"SE21 Småland and islands","1 central government","511 Cabin crew, guides and related workers","men",0,0,0,0
"SE21 Småland and islands","1 central government","511 Cabin crew, guides and related workers","women",0,0,0,0
"SE21 Småland and islands","1 central government","512 Cooks and cold-buffet managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","512 Cooks and cold-buffet managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","513 Waiters and bartenders","men",0,0,0,0
"SE21 Småland and islands","1 central government","513 Waiters and bartenders","women",0,0,0,0
"SE21 Småland and islands","1 central government","514 Hairdressers, beauty and body therapists","men",0,0,0,0
"SE21 Småland and islands","1 central government","514 Hairdressers, beauty and body therapists","women",0,0,0,0
"SE21 Småland and islands","1 central government","515 Building caretakers and related workers","men",20,20,20,30
"SE21 Småland and islands","1 central government","515 Building caretakers and related workers","women",10,0,10,0
"SE21 Småland and islands","1 central government","516 Other service related workers","men",0,0,0,0
"SE21 Småland and islands","1 central government","516 Other service related workers","women",0,0,0,0
"SE21 Småland and islands","1 central government","522 Shop staff","men",0,0,0,0
"SE21 Småland and islands","1 central government","522 Shop staff","women",0,0,0,0
"SE21 Småland and islands","1 central government","523 Cashiers and related clerks","men",0,0,0,0
"SE21 Småland and islands","1 central government","523 Cashiers and related clerks","women",0,0,0,0
"SE21 Småland and islands","1 central government","524 Event seller and telemarketers","men",0,0,0,0
"SE21 Småland and islands","1 central government","524 Event seller and telemarketers","women",0,0,0,0
"SE21 Småland and islands","1 central government","531 Child care workers and teachers aides","men",0,0,0,0
"SE21 Småland and islands","1 central government","531 Child care workers and teachers aides","women",0,0,0,0
"SE21 Småland and islands","1 central government","532 Personal care workers in health services","men",0,0,0,0
"SE21 Småland and islands","1 central government","532 Personal care workers in health services","women",0,0,0,0
"SE21 Småland and islands","1 central government","533 Health care assistants","men",0,0,0,0
"SE21 Småland and islands","1 central government","533 Health care assistants","women",0,0,0,0
"SE21 Småland and islands","1 central government","534 Attendants, personal assistants and related workers","men",30,30,30,30
"SE21 Småland and islands","1 central government","534 Attendants, personal assistants and related workers","women",30,30,30,30
"SE21 Småland and islands","1 central government","535 Dental nurses","men",0,0,0,0
"SE21 Småland and islands","1 central government","535 Dental nurses","women",0,0,0,0
