"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","233 Secondary education teachers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,140,140,..
"0 all sectors","233 Secondary education teachers","women","upper secondary education 3 years (ISCED97 3A)",280,300,360,320,350
"0 all sectors","233 Secondary education teachers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",1100,960,1200,1200,1200
"0 all sectors","233 Secondary education teachers","women","post-secondary education 3 years or more (ISCED97 5A)",12500,12500,13000,12800,13600
"0 all sectors","233 Secondary education teachers","women","post-graduate education (ISCED97 6)",290,290,280,310,330
"0 all sectors","233 Secondary education teachers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","234 Primary- and pre-school teachers ","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","234 Primary- and pre-school teachers ","men","primary and secondary education 9-10 years (ISCED97 2)",320,360,470,450,460
"0 all sectors","234 Primary- and pre-school teachers ","men","upper secondary education, 2 years or less (ISCED97 3C)",850,990,1100,1300,1200
"0 all sectors","234 Primary- and pre-school teachers ","men","upper secondary education 3 years (ISCED97 3A)",2900,3500,4100,4100,3900
"0 all sectors","234 Primary- and pre-school teachers ","men","post-secondary education, less than 3 years (ISCED97 4+5B)",5900,5900,6200,6600,6100
"0 all sectors","234 Primary- and pre-school teachers ","men","post-secondary education 3 years or more (ISCED97 5A)",20900,21900,22300,23000,23600
"0 all sectors","234 Primary- and pre-school teachers ","men","post-graduate education (ISCED97 6)",120,170,230,210,230
"0 all sectors","234 Primary- and pre-school teachers ","men","no information about level of educational attainment",170,190,290,240,200
"0 all sectors","234 Primary- and pre-school teachers ","women","primary and secondary education less than 9 years (ISCED97 1)",120,130,160,190,220
"0 all sectors","234 Primary- and pre-school teachers ","women","primary and secondary education 9-10 years (ISCED97 2)",830,810,930,1100,1100
"0 all sectors","234 Primary- and pre-school teachers ","women","upper secondary education, 2 years or less (ISCED97 3C)",3200,3100,3600,3600,3500
"0 all sectors","234 Primary- and pre-school teachers ","women","upper secondary education 3 years (ISCED97 3A)",6800,7600,9100,9700,9400
"0 all sectors","234 Primary- and pre-school teachers ","women","post-secondary education, less than 3 years (ISCED97 4+5B)",40500,37600,36900,35600,33700
"0 all sectors","234 Primary- and pre-school teachers ","women","post-secondary education 3 years or more (ISCED97 5A)",98000,99800,100500,104200,105300
"0 all sectors","234 Primary- and pre-school teachers ","women","post-graduate education (ISCED97 6)",210,270,290,340,380
"0 all sectors","234 Primary- and pre-school teachers ","women","no information about level of educational attainment",310,350,460,510,420
"0 all sectors","235 Teaching professionals not elsewhere classified","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","men","primary and secondary education 9-10 years (ISCED97 2)",200,180,260,290,330
"0 all sectors","235 Teaching professionals not elsewhere classified","men","upper secondary education, 2 years or less (ISCED97 3C)",750,880,960,960,890
"0 all sectors","235 Teaching professionals not elsewhere classified","men","upper secondary education 3 years (ISCED97 3A)",1000,1200,1300,1400,1400
"0 all sectors","235 Teaching professionals not elsewhere classified","men","post-secondary education, less than 3 years (ISCED97 4+5B)",1500,1600,1600,1700,1700
"0 all sectors","235 Teaching professionals not elsewhere classified","men","post-secondary education 3 years or more (ISCED97 5A)",5000,5500,5500,5600,4800
"0 all sectors","235 Teaching professionals not elsewhere classified","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","women","primary and secondary education 9-10 years (ISCED97 2)",140,160,240,360,..
"0 all sectors","235 Teaching professionals not elsewhere classified","women","upper secondary education, 2 years or less (ISCED97 3C)",640,710,960,1000,1000
"0 all sectors","235 Teaching professionals not elsewhere classified","women","upper secondary education 3 years (ISCED97 3A)",1300,1400,1800,2200,2100
"0 all sectors","235 Teaching professionals not elsewhere classified","women","post-secondary education, less than 3 years (ISCED97 4+5B)",2600,2900,3100,3300,3200
"0 all sectors","235 Teaching professionals not elsewhere classified","women","post-secondary education 3 years or more (ISCED97 5A)",18500,19300,19900,20500,20200
"0 all sectors","235 Teaching professionals not elsewhere classified","women","post-graduate education (ISCED97 6)",130,150,170,..,190
"0 all sectors","235 Teaching professionals not elsewhere classified","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","241 Accountants, financial analysts and fund managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","241 Accountants, financial analysts and fund managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","241 Accountants, financial analysts and fund managers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,600,440,550,..
"0 all sectors","241 Accountants, financial analysts and fund managers","men","upper secondary education 3 years (ISCED97 3A)",1900,2200,1500,1800,1900
"0 all sectors","241 Accountants, financial analysts and fund managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2500,3000,2700,2700,2500
"0 all sectors","241 Accountants, financial analysts and fund managers","men","post-secondary education 3 years or more (ISCED97 5A)",13500,14100,13600,15500,15700
"0 all sectors","241 Accountants, financial analysts and fund managers","men","post-graduate education (ISCED97 6)",310,350,320,310,330
"0 all sectors","241 Accountants, financial analysts and fund managers","men","no information about level of educational attainment",..,..,..,230,210
"0 all sectors","241 Accountants, financial analysts and fund managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","241 Accountants, financial analysts and fund managers","women","primary and secondary education 9-10 years (ISCED97 2)",210,220,..,..,..
"0 all sectors","241 Accountants, financial analysts and fund managers","women","upper secondary education, 2 years or less (ISCED97 3C)",1900,1800,..,..,..
"0 all sectors","241 Accountants, financial analysts and fund managers","women","upper secondary education 3 years (ISCED97 3A)",3200,3300,3300,3200,3800
"0 all sectors","241 Accountants, financial analysts and fund managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",3100,3400,3600,3600,3800
"0 all sectors","241 Accountants, financial analysts and fund managers","women","post-secondary education 3 years or more (ISCED97 5A)",13600,14600,15500,16500,17900
"0 all sectors","241 Accountants, financial analysts and fund managers","women","post-graduate education (ISCED97 6)",170,190,..,..,170
"0 all sectors","241 Accountants, financial analysts and fund managers","women","no information about level of educational attainment",..,..,..,..,150
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","primary and secondary education 9-10 years (ISCED97 2)",610,650,630,640,730
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","upper secondary education, 2 years or less (ISCED97 3C)",3000,3100,3300,3700,3500
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","upper secondary education 3 years (ISCED97 3A)",3100,4600,4400,3900,4300
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",6600,7200,7000,7400,7300
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","post-secondary education 3 years or more (ISCED97 5A)",19000,19100,21400,22100,23900
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","post-graduate education (ISCED97 6)",1300,1600,1400,1300,1600
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","no information about level of educational attainment",180,190,..,..,230
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","primary and secondary education 9-10 years (ISCED97 2)",750,620,830,710,800
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","upper secondary education, 2 years or less (ISCED97 3C)",4300,4900,5300,5500,5000
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","upper secondary education 3 years (ISCED97 3A)",4700,5700,6300,6500,6300
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",8000,8800,8900,9600,10100
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","post-secondary education 3 years or more (ISCED97 5A)",31800,33700,37600,40700,42900
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","post-graduate education (ISCED97 6)",1800,2000,2100,2300,2200
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","no information about level of educational attainment",..,..,240,340,340
