"region","occupation (SSYK 2012)","age","sex","2017"
"SE01 Stockholm","311 Physical and engineering science technicians","45-49 years","men",2434
"SE01 Stockholm","311 Physical and engineering science technicians","45-49 years","women",698
"SE01 Stockholm","311 Physical and engineering science technicians","50-54 years","men",2619
"SE01 Stockholm","311 Physical and engineering science technicians","50-54 years","women",539
"SE01 Stockholm","311 Physical and engineering science technicians","55-59 years","men",2009
"SE01 Stockholm","311 Physical and engineering science technicians","55-59 years","women",365
"SE01 Stockholm","311 Physical and engineering science technicians","60-64 years","men",1432
"SE01 Stockholm","311 Physical and engineering science technicians","60-64 years","women",206
"SE01 Stockholm","312 Construction and manufacturing supervisors","16-24 years","men",91
"SE01 Stockholm","312 Construction and manufacturing supervisors","16-24 years","women",37
"SE01 Stockholm","312 Construction and manufacturing supervisors","25-29 years","men",444
"SE01 Stockholm","312 Construction and manufacturing supervisors","25-29 years","women",123
"SE01 Stockholm","312 Construction and manufacturing supervisors","30-34 years","men",630
"SE01 Stockholm","312 Construction and manufacturing supervisors","30-34 years","women",102
"SE01 Stockholm","312 Construction and manufacturing supervisors","35-39 years","men",653
"SE01 Stockholm","312 Construction and manufacturing supervisors","35-39 years","women",88
"SE01 Stockholm","312 Construction and manufacturing supervisors","40-44 years","men",617
"SE01 Stockholm","312 Construction and manufacturing supervisors","40-44 years","women",74
"SE01 Stockholm","312 Construction and manufacturing supervisors","45-49 years","men",612
"SE01 Stockholm","312 Construction and manufacturing supervisors","45-49 years","women",74
"SE01 Stockholm","312 Construction and manufacturing supervisors","50-54 years","men",624
"SE01 Stockholm","312 Construction and manufacturing supervisors","50-54 years","women",61
"SE01 Stockholm","312 Construction and manufacturing supervisors","55-59 years","men",375
"SE01 Stockholm","312 Construction and manufacturing supervisors","55-59 years","women",36
"SE01 Stockholm","312 Construction and manufacturing supervisors","60-64 years","men",246
"SE01 Stockholm","312 Construction and manufacturing supervisors","60-64 years","women",21
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","16-24 years","men",22
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","16-24 years","women",5
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","25-29 years","men",123
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","25-29 years","women",16
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","30-34 years","men",165
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","30-34 years","women",34
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","35-39 years","men",209
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","35-39 years","women",24
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","40-44 years","men",254
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","40-44 years","women",43
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","45-49 years","men",269
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","45-49 years","women",47
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","50-54 years","men",390
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","50-54 years","women",60
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","55-59 years","men",283
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","55-59 years","women",18
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","60-64 years","men",149
"SE01 Stockholm","315 Ship and aircraft controllers and technicians","60-64 years","women",9
"SE01 Stockholm","321 Medical and pharmaceutical technicians","16-24 years","men",65
"SE01 Stockholm","321 Medical and pharmaceutical technicians","16-24 years","women",198
"SE01 Stockholm","321 Medical and pharmaceutical technicians","25-29 years","men",304
"SE01 Stockholm","321 Medical and pharmaceutical technicians","25-29 years","women",580
"SE01 Stockholm","321 Medical and pharmaceutical technicians","30-34 years","men",313
"SE01 Stockholm","321 Medical and pharmaceutical technicians","30-34 years","women",595
"SE01 Stockholm","321 Medical and pharmaceutical technicians","35-39 years","men",227
"SE01 Stockholm","321 Medical and pharmaceutical technicians","35-39 years","women",587
"SE01 Stockholm","321 Medical and pharmaceutical technicians","40-44 years","men",236
"SE01 Stockholm","321 Medical and pharmaceutical technicians","40-44 years","women",430
"SE01 Stockholm","321 Medical and pharmaceutical technicians","45-49 years","men",227
"SE01 Stockholm","321 Medical and pharmaceutical technicians","45-49 years","women",414
"SE01 Stockholm","321 Medical and pharmaceutical technicians","50-54 years","men",277
"SE01 Stockholm","321 Medical and pharmaceutical technicians","50-54 years","women",480
"SE01 Stockholm","321 Medical and pharmaceutical technicians","55-59 years","men",196
"SE01 Stockholm","321 Medical and pharmaceutical technicians","55-59 years","women",462
"SE01 Stockholm","321 Medical and pharmaceutical technicians","60-64 years","men",174
"SE01 Stockholm","321 Medical and pharmaceutical technicians","60-64 years","women",499
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","16-24 years","men",1
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","16-24 years","women",0
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","25-29 years","men",2
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","25-29 years","women",0
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","30-34 years","men",1
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","30-34 years","women",2
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","35-39 years","men",0
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","35-39 years","women",2
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","40-44 years","men",0
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","40-44 years","women",5
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","45-49 years","men",4
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","45-49 years","women",9
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","50-54 years","men",1
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","50-54 years","women",5
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","55-59 years","men",3
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","55-59 years","women",2
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","60-64 years","men",3
"SE01 Stockholm","323 Complementary medicine therapists and associate professionals","60-64 years","women",3
"SE01 Stockholm","324 Veterinary assistants","16-24 years","men",9
"SE01 Stockholm","324 Veterinary assistants","16-24 years","women",76
"SE01 Stockholm","324 Veterinary assistants","25-29 years","men",2
"SE01 Stockholm","324 Veterinary assistants","25-29 years","women",70
"SE01 Stockholm","324 Veterinary assistants","30-34 years","men",2
"SE01 Stockholm","324 Veterinary assistants","30-34 years","women",64
"SE01 Stockholm","324 Veterinary assistants","35-39 years","men",2
"SE01 Stockholm","324 Veterinary assistants","35-39 years","women",50
"SE01 Stockholm","324 Veterinary assistants","40-44 years","men",0
"SE01 Stockholm","324 Veterinary assistants","40-44 years","women",59
"SE01 Stockholm","324 Veterinary assistants","45-49 years","men",4
"SE01 Stockholm","324 Veterinary assistants","45-49 years","women",45
"SE01 Stockholm","324 Veterinary assistants","50-54 years","men",1
"SE01 Stockholm","324 Veterinary assistants","50-54 years","women",26
"SE01 Stockholm","324 Veterinary assistants","55-59 years","men",3
"SE01 Stockholm","324 Veterinary assistants","55-59 years","women",22
"SE01 Stockholm","324 Veterinary assistants","60-64 years","men",2
"SE01 Stockholm","324 Veterinary assistants","60-64 years","women",9
"SE01 Stockholm","325 Dental hygienists","16-24 years","men",3
"SE01 Stockholm","325 Dental hygienists","16-24 years","women",20
"SE01 Stockholm","325 Dental hygienists","25-29 years","men",6
"SE01 Stockholm","325 Dental hygienists","25-29 years","women",76
"SE01 Stockholm","325 Dental hygienists","30-34 years","men",7
"SE01 Stockholm","325 Dental hygienists","30-34 years","women",86
"SE01 Stockholm","325 Dental hygienists","35-39 years","men",1
"SE01 Stockholm","325 Dental hygienists","35-39 years","women",95
"SE01 Stockholm","325 Dental hygienists","40-44 years","men",4
"SE01 Stockholm","325 Dental hygienists","40-44 years","women",69
"SE01 Stockholm","325 Dental hygienists","45-49 years","men",3
"SE01 Stockholm","325 Dental hygienists","45-49 years","women",79
"SE01 Stockholm","325 Dental hygienists","50-54 years","men",6
"SE01 Stockholm","325 Dental hygienists","50-54 years","women",58
"SE01 Stockholm","325 Dental hygienists","55-59 years","men",1
"SE01 Stockholm","325 Dental hygienists","55-59 years","women",77
"SE01 Stockholm","325 Dental hygienists","60-64 years","men",0
"SE01 Stockholm","325 Dental hygienists","60-64 years","women",61
"SE01 Stockholm","331 Financial and accounting associate professionals","16-24 years","men",623
"SE01 Stockholm","331 Financial and accounting associate professionals","16-24 years","women",676
"SE01 Stockholm","331 Financial and accounting associate professionals","25-29 years","men",1379
"SE01 Stockholm","331 Financial and accounting associate professionals","25-29 years","women",1627
"SE01 Stockholm","331 Financial and accounting associate professionals","30-34 years","men",1138
"SE01 Stockholm","331 Financial and accounting associate professionals","30-34 years","women",1593
"SE01 Stockholm","331 Financial and accounting associate professionals","35-39 years","men",1103
"SE01 Stockholm","331 Financial and accounting associate professionals","35-39 years","women",1737
"SE01 Stockholm","331 Financial and accounting associate professionals","40-44 years","men",994
"SE01 Stockholm","331 Financial and accounting associate professionals","40-44 years","women",1774
