"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","primary and secondary education 9-10 years (ISCED97 2)",32900,33100,33300,34400,36400
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","upper secondary education, 2 years or less (ISCED97 3C)",33700,34500,35500,36600,37900
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","upper secondary education 3 years (ISCED97 3A)",34800,35100,35500,36500,37600
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",37300,38000,38400,39500,40700
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","post-secondary education 3 years or more (ISCED97 5A)",38600,39000,39400,40300,41500
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","post-graduate education (ISCED97 6)",46700,47400,48600,49700,50200
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men","no information about level of educational attainment",40100,42100,44900,42500,43200
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","primary and secondary education less than 9 years (ISCED97 1)",28400,26700,26200,26700,28100
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","primary and secondary education 9-10 years (ISCED97 2)",29900,30600,31300,32100,33300
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","upper secondary education, 2 years or less (ISCED97 3C)",30100,30900,31700,32700,33800
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","upper secondary education 3 years (ISCED97 3A)",30400,31200,31800,32500,33700
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",34700,35400,36000,36800,37800
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","post-secondary education 3 years or more (ISCED97 5A)",35800,36500,37100,38100,39300
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","post-graduate education (ISCED97 6)",42800,43800,44600,45500,46900
"1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women","no information about level of educational attainment",38400,37600,39100,38200,40800
"1-3 public sector","243 Marketing and public relations professionals","men","primary and secondary education less than 9 years (ISCED97 1)",35900,..,..,..,26200
"1-3 public sector","243 Marketing and public relations professionals","men","primary and secondary education 9-10 years (ISCED97 2)",32400,32400,33000,36600,41800
"1-3 public sector","243 Marketing and public relations professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",33100,35300,35400,35900,36700
"1-3 public sector","243 Marketing and public relations professionals","men","upper secondary education 3 years (ISCED97 3A)",34500,34700,34900,35700,37200
"1-3 public sector","243 Marketing and public relations professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",35700,36900,36700,37700,39500
"1-3 public sector","243 Marketing and public relations professionals","men","post-secondary education 3 years or more (ISCED97 5A)",35400,36200,36700,37700,38500
"1-3 public sector","243 Marketing and public relations professionals","men","post-graduate education (ISCED97 6)",41900,42100,42900,40600,41000
"1-3 public sector","243 Marketing and public relations professionals","men","no information about level of educational attainment",..,..,..,..,42000
"1-3 public sector","243 Marketing and public relations professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,24600,..
"1-3 public sector","243 Marketing and public relations professionals","women","primary and secondary education 9-10 years (ISCED97 2)",33700,36500,34800,36200,37300
"1-3 public sector","243 Marketing and public relations professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",31700,32700,33800,34800,36100
"1-3 public sector","243 Marketing and public relations professionals","women","upper secondary education 3 years (ISCED97 3A)",33000,33300,33800,35100,36900
"1-3 public sector","243 Marketing and public relations professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",35200,36300,37000,37500,38800
"1-3 public sector","243 Marketing and public relations professionals","women","post-secondary education 3 years or more (ISCED97 5A)",34400,35200,36000,36900,37900
"1-3 public sector","243 Marketing and public relations professionals","women","post-graduate education (ISCED97 6)",39500,39400,38200,39200,38500
"1-3 public sector","243 Marketing and public relations professionals","women","no information about level of educational attainment",33200,..,..,33700,34200
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","primary and secondary education less than 9 years (ISCED97 1)",29800,32600,..,..,32600
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","primary and secondary education 9-10 years (ISCED97 2)",36700,37500,37500,38800,39500
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","upper secondary education, 2 years or less (ISCED97 3C)",36600,37900,38600,39700,40900
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","upper secondary education 3 years (ISCED97 3A)",37100,38100,38400,39600,40500
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",38400,39300,39800,40900,42100
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","post-secondary education 3 years or more (ISCED97 5A)",38700,39500,40100,41300,42300
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","post-graduate education (ISCED97 6)",39300,40400,42000,43500,43700
"1-3 public sector","251 ICT architects, systems analysts and test managers","men","no information about level of educational attainment",34800,36300,37700,37900,41500
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","primary and secondary education less than 9 years (ISCED97 1)",38600,..,..,..,..
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","primary and secondary education 9-10 years (ISCED97 2)",34200,35900,36500,36200,37000
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","upper secondary education, 2 years or less (ISCED97 3C)",33700,34400,34600,35900,37200
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","upper secondary education 3 years (ISCED97 3A)",33900,35100,35900,36800,37700
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",36300,37200,38100,39000,40000
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","post-secondary education 3 years or more (ISCED97 5A)",37800,38700,39300,40300,41300
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","post-graduate education (ISCED97 6)",41200,41500,42300,43000,43700
"1-3 public sector","251 ICT architects, systems analysts and test managers","women","no information about level of educational attainment",..,35500,..,31700,39000
"1-3 public sector","261 Legal professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","261 Legal professionals","men","primary and secondary education 9-10 years (ISCED97 2)",31000,38700,..,29600,27100
"1-3 public sector","261 Legal professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",31400,32800,31400,31800,32300
"1-3 public sector","261 Legal professionals","men","upper secondary education 3 years (ISCED97 3A)",32200,32200,33000,33800,34800
"1-3 public sector","261 Legal professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",33900,33900,34600,34900,36200
"1-3 public sector","261 Legal professionals","men","post-secondary education 3 years or more (ISCED97 5A)",43700,44600,45800,46600,48200
"1-3 public sector","261 Legal professionals","men","post-graduate education (ISCED97 6)",52800,65500,73500,68100,55100
"1-3 public sector","261 Legal professionals","men","no information about level of educational attainment",47100,41500,58000,..,57100
"1-3 public sector","261 Legal professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","261 Legal professionals","women","primary and secondary education 9-10 years (ISCED97 2)",28000,28500,28800,29200,30100
"1-3 public sector","261 Legal professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",28300,29100,29600,30200,31100
"1-3 public sector","261 Legal professionals","women","upper secondary education 3 years (ISCED97 3A)",28200,29000,29700,30200,30700
"1-3 public sector","261 Legal professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",29300,29900,30200,30700,31200
"1-3 public sector","261 Legal professionals","women","post-secondary education 3 years or more (ISCED97 5A)",40000,40900,41900,42900,44600
"1-3 public sector","261 Legal professionals","women","post-graduate education (ISCED97 6)",51700,56000,56500,51400,53900
"1-3 public sector","261 Legal professionals","women","no information about level of educational attainment",40200,39400,37400,39000,37900
