"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"1-3 public sector","532 Personal care workers in health services","men","65-66 years",27200,28000,28800,29100,30600
"1-3 public sector","532 Personal care workers in health services","women","18-24 years",22900,23700,24700,25200,25600
"1-3 public sector","532 Personal care workers in health services","women","25-34 years",24000,24600,25600,26200,26600
"1-3 public sector","532 Personal care workers in health services","women","35-44 years",25400,26000,27000,27500,27900
"1-3 public sector","532 Personal care workers in health services","women","45-54 years",26200,26900,28000,28600,29200
"1-3 public sector","532 Personal care workers in health services","women","55-64 years",26500,27300,28400,29200,29800
"1-3 public sector","532 Personal care workers in health services","women","65-66 years",27000,27800,28900,29700,30600
"1-3 public sector","533 Health care assistants","men","18-24 years",21600,22400,23300,23700,24000
"1-3 public sector","533 Health care assistants","men","25-34 years",22500,23300,23900,24200,24400
"1-3 public sector","533 Health care assistants","men","35-44 years",23600,24200,24600,24900,25100
"1-3 public sector","533 Health care assistants","men","45-54 years",24400,24900,25500,25800,26000
"1-3 public sector","533 Health care assistants","men","55-64 years",24500,25100,25700,26100,26400
"1-3 public sector","533 Health care assistants","men","65-66 years",23800,25400,26300,26800,26800
"1-3 public sector","533 Health care assistants","women","18-24 years",21500,22200,23000,23400,23500
"1-3 public sector","533 Health care assistants","women","25-34 years",22400,23000,23700,23900,24200
"1-3 public sector","533 Health care assistants","women","35-44 years",23500,24000,24500,24800,24900
"1-3 public sector","533 Health care assistants","women","45-54 years",24600,25200,25700,26000,26200
"1-3 public sector","533 Health care assistants","women","55-64 years",25000,25700,26300,26600,27000
"1-3 public sector","533 Health care assistants","women","65-66 years",25400,26300,26900,27400,27800
"1-3 public sector","534 Attendants, personal assistants and related workers","men","18-24 years",22500,23400,24300,24700,24900
"1-3 public sector","534 Attendants, personal assistants and related workers","men","25-34 years",24300,24900,25800,26200,26500
"1-3 public sector","534 Attendants, personal assistants and related workers","men","35-44 years",25800,26400,27200,27700,28100
"1-3 public sector","534 Attendants, personal assistants and related workers","men","45-54 years",26300,27000,27700,28300,28900
"1-3 public sector","534 Attendants, personal assistants and related workers","men","55-64 years",26600,27300,28000,28600,29200
"1-3 public sector","534 Attendants, personal assistants and related workers","men","65-66 years",26700,27500,28100,28800,29200
"1-3 public sector","534 Attendants, personal assistants and related workers","women","18-24 years",22600,23400,24200,24600,24800
"1-3 public sector","534 Attendants, personal assistants and related workers","women","25-34 years",24200,24800,25500,26000,26500
"1-3 public sector","534 Attendants, personal assistants and related workers","women","35-44 years",25600,26300,26900,27400,27900
"1-3 public sector","534 Attendants, personal assistants and related workers","women","45-54 years",26300,27000,27700,28300,28900
"1-3 public sector","534 Attendants, personal assistants and related workers","women","55-64 years",26400,27200,28000,28600,29200
"1-3 public sector","534 Attendants, personal assistants and related workers","women","65-66 years",26500,27300,28200,28800,29300
"1-3 public sector","535 Dental nurses","men","18-24 years",..,..,..,..,..
"1-3 public sector","535 Dental nurses","men","25-34 years",24600,23400,22000,22500,22800
"1-3 public sector","535 Dental nurses","men","35-44 years",25000,23600,25700,22300,24900
"1-3 public sector","535 Dental nurses","men","45-54 years",23400,29600,24100,24600,27500
"1-3 public sector","535 Dental nurses","men","55-64 years",..,..,..,..,..
"1-3 public sector","535 Dental nurses","men","65-66 years",..,..,..,..,..
"1-3 public sector","535 Dental nurses","women","18-24 years",20200,20400,20900,21400,22100
"1-3 public sector","535 Dental nurses","women","25-34 years",21800,22100,22500,23100,23500
"1-3 public sector","535 Dental nurses","women","35-44 years",23400,23800,24300,24900,25100
"1-3 public sector","535 Dental nurses","women","45-54 years",25100,25700,26300,26900,27400
"1-3 public sector","535 Dental nurses","women","55-64 years",25600,26500,27300,28100,28900
"1-3 public sector","535 Dental nurses","women","65-66 years",25500,26300,27800,28300,29000
"1-3 public sector","541 Other surveillance and security workers","men","18-24 years",22400,23400,23800,24500,25900
"1-3 public sector","541 Other surveillance and security workers","men","25-34 years",25900,26300,26700,27100,28000
"1-3 public sector","541 Other surveillance and security workers","men","35-44 years",27800,28400,28900,29600,30500
"1-3 public sector","541 Other surveillance and security workers","men","45-54 years",28700,29200,29700,30400,31300
"1-3 public sector","541 Other surveillance and security workers","men","55-64 years",28800,29300,29800,30400,31300
"1-3 public sector","541 Other surveillance and security workers","men","65-66 years",27300,27500,27800,27800,28000
"1-3 public sector","541 Other surveillance and security workers","women","18-24 years",22300,23100,23600,24100,25700
"1-3 public sector","541 Other surveillance and security workers","women","25-34 years",24100,24800,25100,25700,26600
"1-3 public sector","541 Other surveillance and security workers","women","35-44 years",25200,25700,26200,26900,27900
"1-3 public sector","541 Other surveillance and security workers","women","45-54 years",25500,26300,26500,27100,28000
"1-3 public sector","541 Other surveillance and security workers","women","55-64 years",26000,26500,26900,27600,28300
"1-3 public sector","541 Other surveillance and security workers","women","65-66 years",26300,25600,25300,26200,26900
"1-3 public sector","611 Market gardeners and crop growers","men","18-24 years",21200,22200,22700,22800,23900
"1-3 public sector","611 Market gardeners and crop growers","men","25-34 years",23200,24200,24500,25000,25600
"1-3 public sector","611 Market gardeners and crop growers","men","35-44 years",24100,24900,25400,25700,26300
"1-3 public sector","611 Market gardeners and crop growers","men","45-54 years",24200,24900,25500,26100,26600
"1-3 public sector","611 Market gardeners and crop growers","men","55-64 years",24300,25000,25400,26000,26700
"1-3 public sector","611 Market gardeners and crop growers","men","65-66 years",25500,25800,25100,25600,26400
"1-3 public sector","611 Market gardeners and crop growers","women","18-24 years",20900,22000,22300,22800,24500
"1-3 public sector","611 Market gardeners and crop growers","women","25-34 years",23200,23900,24500,24800,25800
"1-3 public sector","611 Market gardeners and crop growers","women","35-44 years",23800,24700,25800,26000,26800
"1-3 public sector","611 Market gardeners and crop growers","women","45-54 years",24600,25200,25900,25900,26600
"1-3 public sector","611 Market gardeners and crop growers","women","55-64 years",23800,24600,25300,26000,26500
"1-3 public sector","611 Market gardeners and crop growers","women","65-66 years",22300,22700,24700,26400,24100
"1-3 public sector","612 Animal breeders and keepers","men","18-24 years",20600,21900,21200,..,23100
"1-3 public sector","612 Animal breeders and keepers","men","25-34 years",23800,24400,24200,25200,25600
"1-3 public sector","612 Animal breeders and keepers","men","35-44 years",21900,22600,22900,23000,23500
"1-3 public sector","612 Animal breeders and keepers","men","45-54 years",24100,24800,25200,27200,26100
"1-3 public sector","612 Animal breeders and keepers","men","55-64 years",25400,25900,25300,25900,26200
"1-3 public sector","612 Animal breeders and keepers","men","65-66 years",..,..,..,..,..
"1-3 public sector","612 Animal breeders and keepers","women","18-24 years",20300,21000,21100,21500,22200
"1-3 public sector","612 Animal breeders and keepers","women","25-34 years",22500,23800,22700,23100,23500
"1-3 public sector","612 Animal breeders and keepers","women","35-44 years",24000,24600,23800,24400,24900
"1-3 public sector","612 Animal breeders and keepers","women","45-54 years",24200,24500,23700,24400,24900
"1-3 public sector","612 Animal breeders and keepers","women","55-64 years",23200,23600,24800,24900,25800
"1-3 public sector","612 Animal breeders and keepers","women","65-66 years",..,..,..,..,..
"1-3 public sector","613 Mixed crop and animal breeders","men","18-24 years",21600,22200,24400,24300,25300
"1-3 public sector","613 Mixed crop and animal breeders","men","25-34 years",24800,25200,26000,25700,26700
"1-3 public sector","613 Mixed crop and animal breeders","men","35-44 years",26200,27100,27500,25900,25200
"1-3 public sector","613 Mixed crop and animal breeders","men","45-54 years",26600,26300,26500,27000,28200
"1-3 public sector","613 Mixed crop and animal breeders","men","55-64 years",24600,25800,27000,27600,28300
"1-3 public sector","613 Mixed crop and animal breeders","men","65-66 years",26400,..,24600,23900,24800
"1-3 public sector","613 Mixed crop and animal breeders","women","18-24 years",21700,22900,24400,24200,24400
"1-3 public sector","613 Mixed crop and animal breeders","women","25-34 years",24300,24700,25300,26100,25500
"1-3 public sector","613 Mixed crop and animal breeders","women","35-44 years",24900,25900,26600,27200,28200
"1-3 public sector","613 Mixed crop and animal breeders","women","45-54 years",26300,25900,26100,26000,27400
"1-3 public sector","613 Mixed crop and animal breeders","women","55-64 years",26700,27800,28700,28100,28300
"1-3 public sector","613 Mixed crop and animal breeders","women","65-66 years",..,..,..,..,..
"1-3 public sector","621 Forestry and related workers","men","18-24 years",..,..,..,..,..
"1-3 public sector","621 Forestry and related workers","men","25-34 years",25500,25000,26700,28400,28700
"1-3 public sector","621 Forestry and related workers","men","35-44 years",26800,27700,28200,27600,28900
"1-3 public sector","621 Forestry and related workers","men","45-54 years",27600,27700,29200,29700,31100
"1-3 public sector","621 Forestry and related workers","men","55-64 years",26900,27500,28500,29000,29800
"1-3 public sector","621 Forestry and related workers","men","65-66 years",..,26600,28100,29400,29400
"1-3 public sector","621 Forestry and related workers","women","18-24 years",..,..,..,..,..
"1-3 public sector","621 Forestry and related workers","women","25-34 years",..,..,27200,..,..
"1-3 public sector","621 Forestry and related workers","women","35-44 years",26700,27900,..,28200,..
"1-3 public sector","621 Forestry and related workers","women","45-54 years",26800,26000,29000,30500,..
