"occupational group (SSYK)","age","sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"321 Agronomy and forestry technicians","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"321 Agronomy and forestry technicians","55-59 years","men",..,..,..,..,24100,27000,26400,29900,31400,30300,33500,34200,36900,34600
"321 Agronomy and forestry technicians","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"321 Agronomy and forestry technicians","60-64 years","men",..,..,..,..,..,27000,27700,28000,28900,30600,30300,32200,34500,35100
"321 Agronomy and forestry technicians","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"322 Health associate professionals (except nursing)","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"322 Health associate professionals (except nursing)","18-24 years","women",16600,17200,17500,18600,18400,19700,18300,22200,20300,21500,22100,22200,23200,23800
"322 Health associate professionals (except nursing)","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,28600
"322 Health associate professionals (except nursing)","25-29 years","women",18000,19600,20400,20600,22100,22200,22200,23700,23000,24200,25000,25600,26800,27300
"322 Health associate professionals (except nursing)","30-34 years","men",..,..,..,..,..,..,..,..,28200,..,..,..,30200,29400
"322 Health associate professionals (except nursing)","30-34 years","women",19400,19700,21200,24500,22500,23600,23600,24000,25100,25400,25700,26500,27700,28200
"322 Health associate professionals (except nursing)","35-39 years","men",..,23000,..,..,..,..,..,..,27800,31400,31800,..,34500,30700
"322 Health associate professionals (except nursing)","35-39 years","women",20500,21000,21800,22200,23400,24000,23800,27900,25300,27100,26700,29300,27800,29100
"322 Health associate professionals (except nursing)","40-44 years","men",..,..,..,..,..,..,..,..,29300,28300,32200,34900,33300,36300
"322 Health associate professionals (except nursing)","40-44 years","women",23000,21200,22200,22600,24600,24800,23600,25700,26300,27800,27900,28800,29000,28200
"322 Health associate professionals (except nursing)","45-49 years","men",..,..,..,..,..,..,..,..,..,..,31200,..,..,35200
"322 Health associate professionals (except nursing)","45-49 years","women",21500,21900,24100,25000,26100,28000,25300,27300,26900,27200,28100,28900,29900,30700
"322 Health associate professionals (except nursing)","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,34400,..
"322 Health associate professionals (except nursing)","50-54 years","women",22700,23200,23900,25000,24000,25200,26400,27200,29600,28700,29800,30800,30700,29900
"322 Health associate professionals (except nursing)","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"322 Health associate professionals (except nursing)","55-59 years","women",23100,24200,24800,26000,26000,26600,27500,28000,28600,29400,30900,29700,31200,31400
"322 Health associate professionals (except nursing)","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"322 Health associate professionals (except nursing)","60-64 years","women",23000,23900,24400,25000,26400,27000,29100,28800,28500,29400,30600,30900,33600,33300
"323 Nursing associate professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"323 Nursing associate professionals","18-24 years","women",18800,19400,20000,19900,..,..,..,21300,22300,23000,23200,23700,24700,25800
"323 Nursing associate professionals","25-29 years","men",..,..,..,..,..,..,..,..,..,..,26500,27500,29100,30200
"323 Nursing associate professionals","25-29 years","women",19500,21400,22100,22800,23200,22600,22500,23300,24500,26000,24900,26100,27400,28800
"323 Nursing associate professionals","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,31200
"323 Nursing associate professionals","30-34 years","women",20800,22400,24100,25000,24700,25100,24700,28300,28700,27700,27200,28900,30000,31800
"323 Nursing associate professionals","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"323 Nursing associate professionals","35-39 years","women",21200,22100,25800,27200,25100,26900,26400,26200,27500,29200,29300,29700,30800,31400
"323 Nursing associate professionals","40-44 years","men",..,..,..,..,..,..,..,..,..,31800,31700,32500,..,..
"323 Nursing associate professionals","40-44 years","women",21700,23100,25400,27700,25800,28100,26600,27600,28700,29900,30400,31000,31900,32700
"323 Nursing associate professionals","45-49 years","men",..,..,..,..,..,..,..,..,..,30700,31900,..,..,..
"323 Nursing associate professionals","45-49 years","women",22200,22500,25600,26400,27100,28000,27100,28300,29800,30800,30600,31200,32800,34500
"323 Nursing associate professionals","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,37900
"323 Nursing associate professionals","50-54 years","women",21900,23600,27100,26000,26700,27500,28000,29400,30400,31200,31500,32400,33900,34600
"323 Nursing associate professionals","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"323 Nursing associate professionals","55-59 years","women",21700,23300,26200,28100,26500,27200,27700,29200,30100,32200,32800,31500,33700,35000
"323 Nursing associate professionals","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"323 Nursing associate professionals","60-64 years","women",21700,23100,25900,26000,27100,26400,27200,27200,29700,30900,31800,32400,33100,34000
"324 Life science technicians","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","25-29 years","women",17700,19500,21000,20900,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","30-34 years","women",18000,18900,21900,22400,..,..,..,..,..,..,..,..,..,27700
"324 Life science technicians","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","35-39 years","women",18000,19900,22200,22400,22500,24400,24600,..,23300,..,..,..,..,28700
"324 Life science technicians","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","40-44 years","women",19300,20400,22300,23700,22600,23600,25600,25900,25600,..,..,26300,..,30100
"324 Life science technicians","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","45-49 years","women",19100,20400,22700,23700,22900,24200,28400,27500,26700,26900,27400,29100,..,30000
"324 Life science technicians","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","50-54 years","women",19500,21100,22000,22900,22700,24100,24400,24600,25600,27100,27200,29200,30600,30600
"324 Life science technicians","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","55-59 years","women",19100,20500,21800,21800,22400,23300,24300,24200,25700,27800,28000,30000,29100,30000
"324 Life science technicians","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"324 Life science technicians","60-64 years","women",..,..,21600,..,..,..,..,23400,25400,26100,26800,29000,29900,30500
"331 Pre-primary education teaching associate professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","25-29 years","women",15400,16500,18500,18800,18700,19300,19600,19900,21200,21500,21700,22800,22500,24400
"331 Pre-primary education teaching associate professionals","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","30-34 years","women",16500,17100,18300,18700,19500,20200,20600,21800,22400,23200,22600,23200,23700,25100
"331 Pre-primary education teaching associate professionals","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","35-39 years","women",17600,17500,19300,18800,19600,20200,20900,22200,23000,23900,23600,23900,24600,25900
"331 Pre-primary education teaching associate professionals","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","40-44 years","women",17500,18000,19200,19700,20400,21200,21500,21900,23200,23600,24000,24900,25200,26100
"331 Pre-primary education teaching associate professionals","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","45-49 years","women",17800,17700,19700,20000,20500,20800,21900,22900,24100,24200,25200,24600,26200,27000
"331 Pre-primary education teaching associate professionals","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","50-54 years","women",17700,18100,20100,20800,21800,21800,22400,23100,23700,24900,25200,25800,27700,28100
"331 Pre-primary education teaching associate professionals","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","55-59 years","women",..,..,19600,19800,21600,22000,22300,24300,24400,24600,26200,26100,26900,27300
"331 Pre-primary education teaching associate professionals","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"331 Pre-primary education teaching associate professionals","60-64 years","women",..,..,..,..,..,..,23100,23400,24200,26700,26500,26300,26200,27100
"332 Other teaching associate professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","25-29 years","women",..,..,18500,..,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","30-34 years","men",19000,19400,20000,21700,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","30-34 years","women",16700,18400,19600,22400,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","35-39 years","men",19600,20300,20400,22900,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","35-39 years","women",17800,18300,21000,21500,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","40-44 years","men",20300,21100,21600,24300,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","40-44 years","women",19000,19100,20300,21100,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","45-49 years","men",19600,20800,21700,22300,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","45-49 years","women",19600,18800,20700,20400,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","50-54 years","men",21300,20900,20900,24400,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","50-54 years","women",19900,20800,21400,23500,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","55-59 years","men",21200,20700,21600,24600,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","55-59 years","women",21200,19900,21100,21700,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","60-64 years","men",19900,21000,21000,21600,..,..,..,..,..,..,..,..,..,..
"332 Other teaching associate professionals","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"341 Finance and sales associate professionals","18-24 years","men",20500,19400,18800,19400,19900,21300,21400,20800,22600,22800,23400,23400,25300,24000
"341 Finance and sales associate professionals","18-24 years","women",17000,16900,17500,17500,18100,20200,19300,19900,21100,21700,21400,21800,22500,22200
"341 Finance and sales associate professionals","25-29 years","men",23600,23900,23700,25000,25500,27100,27500,28100,28900,28800,29100,29400,31900,31400
"341 Finance and sales associate professionals","25-29 years","women",20100,20600,20800,21300,22500,23100,24400,24700,26200,25900,26300,25900,28000,28200
"341 Finance and sales associate professionals","30-34 years","men",27100,27300,28200,28700,30900,31800,32200,33700,34900,34400,36400,36000,36300,38200
"341 Finance and sales associate professionals","30-34 years","women",21100,22200,22400,23200,24900,26500,27500,28700,29300,29900,29900,31100,31400,32400
"341 Finance and sales associate professionals","35-39 years","men",28600,29400,30000,30300,33400,34300,36600,38000,38200,40200,40700,41900,42500,42000
