"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE23 West Sweden","0 all sectors","615 Fishery workers, hunters and trappers","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","615 Fishery workers, hunters and trappers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","711 Miners, shot firers, stonecutters and carvers","men",..,..,..,..,..,..,..,25300,..,..,..
"SE23 West Sweden","0 all sectors","711 Miners, shot firers, stonecutters and carvers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","712 Building frame and related trades workers","men",21600,22300,22700,23400,24600,25900,26600,26900,27200,26800,27400
"SE23 West Sweden","0 all sectors","712 Building frame and related trades workers","women",..,..,..,..,..,24700,21800,20200,21900,23600,26100
"SE23 West Sweden","0 all sectors","713 Building finishers and related trades workers","men",20600,21200,21400,22400,22900,25200,24800,25500,26000,26900,27400
"SE23 West Sweden","0 all sectors","713 Building finishers and related trades workers","women",17600,18200,18600,19200,20900,21600,21600,22000,22600,23000,24200
"SE23 West Sweden","0 all sectors","714 Painters, building structure cleaners and related trades workers","men",21200,21800,21700,23100,23700,25000,25400,25000,23600,25300,25500
"SE23 West Sweden","0 all sectors","714 Painters, building structure cleaners and related trades workers","women",21500,20200,..,20800,..,23600,24000,23500,23600,..,23600
"SE23 West Sweden","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","men",20400,20900,21700,22400,23000,24400,25400,25700,25400,26900,27000
"SE23 West Sweden","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women",..,..,..,..,..,22700,..,..,..,23300,23800
"SE23 West Sweden","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",22100,22300,22900,22800,23100,23900,25100,24700,26000,27800,28600
"SE23 West Sweden","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",19800,20000,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","723 Machinery mechanics and fitters","men",20600,21400,22300,22600,23900,24700,25200,25700,26600,27600,28000
"SE23 West Sweden","0 all sectors","723 Machinery mechanics and fitters","women",18300,20600,21400,21700,23100,24000,23800,25400,26000,26700,27400
"SE23 West Sweden","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",21100,21700,23000,23100,24400,25100,26800,26700,28100,29100,30500
"SE23 West Sweden","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",20500,18900,18900,19700,19800,22000,23100,24400,25000,24800,25700
"SE23 West Sweden","0 all sectors","731 Precision workers in metal and related materials","men",19300,18800,21400,22600,22900,24100,26100,25300,25800,27700,26900
"SE23 West Sweden","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,24000,..,..,29100
"SE23 West Sweden","0 all sectors","732 Potters, glass-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","732 Potters, glass-makers and related trades workers","women",18800,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","734 Craft printing and related trades workers","men",20700,22700,22900,22000,23900,24600,27000,27000,27700,27200,..
"SE23 West Sweden","0 all sectors","734 Craft printing and related trades workers","women",19000,20400,20600,21400,23200,23600,23900,24000,..,..,..
"SE23 West Sweden","0 all sectors","741 Food processing and related trades workers","men",19700,20300,20500,20600,22200,..,19800,23200,26200,20700,26700
"SE23 West Sweden","0 all sectors","741 Food processing and related trades workers","women",18400,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men",..,19000,19100,19900,21000,22000,22200,23400,21800,..,..
"SE23 West Sweden","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","743 Garment and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","743 Garment and related trades workers","women",16600,18000,18600,19500,20000,21300,21200,22200,..,..,..
"SE23 West Sweden","0 all sectors","744 Pelt, leather and shoemaking trades workers","men",20000,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","744 Pelt, leather and shoemaking trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","811 Mineral-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","811 Mineral-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","812 Metal-processing-plant operators","men",19400,21100,22000,23000,23300,23800,23600,24300,24400,26000,26800
"SE23 West Sweden","0 all sectors","812 Metal-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","813 Glass, ceramics and related plant operators","men",..,23200,23600,25100,25900,26400,26700,27200,27400,27800,28600
"SE23 West Sweden","0 all sectors","813 Glass, ceramics and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","814 Wood-processing- and papermaking-plant operators","men",22400,22300,23200,23100,24300,26800,27200,28500,28500,30000,29800
"SE23 West Sweden","0 all sectors","814 Wood-processing- and papermaking-plant operators","women",21200,21700,23200,21800,24000,25400,26300,27200,27500,30200,29500
"SE23 West Sweden","0 all sectors","815 Chemical-processing-plant operators","men",26500,26600,28300,29100,28700,30000,31700,32300,34000,35900,36700
"SE23 West Sweden","0 all sectors","815 Chemical-processing-plant operators","women",24600,24700,26500,25600,26900,29200,30200,30400,31900,32800,33900
"SE23 West Sweden","0 all sectors","816 Power-production and related plant operators","men",21900,24500,26300,25300,24900,25400,26400,26700,27400,28100,29500
"SE23 West Sweden","0 all sectors","816 Power-production and related plant operators","women",..,..,..,..,..,24000,24400,24800,25300,26700,28900
"SE23 West Sweden","0 all sectors","817 Industrial-robot operators","men",..,..,..,..,..,..,..,..,24600,25600,28200
"SE23 West Sweden","0 all sectors","817 Industrial-robot operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","821 Metal- and mineral-products machine operators","men",20500,21100,22300,23300,24800,25200,25600,26300,26500,26900,26500
"SE23 West Sweden","0 all sectors","821 Metal- and mineral-products machine operators","women",19100,19900,21400,22600,23200,24200,24700,25500,23400,..,21900
"SE23 West Sweden","0 all sectors","822 Chemical-products machine operators","men",19800,19700,20900,21100,22100,23900,23800,24600,24000,24700,27500
"SE23 West Sweden","0 all sectors","822 Chemical-products machine operators","women",19200,19500,21700,21200,21600,22100,23200,23800,23100,23900,25700
"SE23 West Sweden","0 all sectors","823 Rubber- and plastic-products machine operators","men",19700,21000,21900,22500,23700,24600,24500,25200,25600,26400,27300
"SE23 West Sweden","0 all sectors","823 Rubber- and plastic-products machine operators","women",18600,19300,19600,20400,21800,23000,23000,23300,23700,24500,24800
"SE23 West Sweden","0 all sectors","824 Wood-products machine operators","men",19400,20300,22000,21600,22900,23900,24000,24000,25100,26300,26800
"SE23 West Sweden","0 all sectors","824 Wood-products machine operators","women",18900,19600,20800,20500,22400,23700,23600,24000,24100,26200,26200
"SE23 West Sweden","0 all sectors","825 Printing-, binding- and paper-products machine operators","men",21800,22300,21900,22800,24200,26500,26900,27900,27800,28400,29500
"SE23 West Sweden","0 all sectors","825 Printing-, binding- and paper-products machine operators","women",18900,18900,19300,20400,20700,23200,24100,25100,23900,25300,25200
"SE23 West Sweden","0 all sectors","826 Textile-, fur- and leather-products machine operators","men",18300,19300,20000,20100,20400,21800,22700,23200,23600,24600,24700
"SE23 West Sweden","0 all sectors","826 Textile-, fur- and leather-products machine operators","women",16800,17700,18200,18300,19100,20100,20700,21500,22000,22500,22600
"SE23 West Sweden","0 all sectors","827 Food and related products machine operators","men",19800,21000,21300,22100,23400,24300,23900,24500,25100,25700,25900
"SE23 West Sweden","0 all sectors","827 Food and related products machine operators","women",18400,19400,20200,21200,22600,23000,23400,23700,23400,24300,24100
"SE23 West Sweden","0 all sectors","828 Assemblers","men",20700,21600,21900,22000,22600,24400,24400,25100,25400,26600,27500
"SE23 West Sweden","0 all sectors","828 Assemblers","women",20000,20500,20900,21300,21400,22800,23000,23800,24500,25900,26700
"SE23 West Sweden","0 all sectors","829 Other machine operators and assemblers","men",19900,20400,22600,22200,23200,24600,24600,25100,26400,27800,27800
"SE23 West Sweden","0 all sectors","829 Other machine operators and assemblers","women",18500,19400,20900,21100,22000,23300,23600,24000,25400,26300,26100
"SE23 West Sweden","0 all sectors","831 Locomotive-engine drivers and related worker","men",23700,24100,25000,25700,26100,29000,29100,29100,30200,31800,32300
"SE23 West Sweden","0 all sectors","831 Locomotive-engine drivers and related worker","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","832 Motor-vehicle drivers","men",18900,19900,20500,20900,21700,22700,23600,23800,24500,25500,25600
"SE23 West Sweden","0 all sectors","832 Motor-vehicle drivers","women",17600,19300,19200,20900,21000,21700,23100,23400,25100,25300,25800
"SE23 West Sweden","0 all sectors","833 Agricultural and other mobile-plant operators","men",20300,21000,21100,21900,22500,23400,23900,24500,24400,25700,26500
"SE23 West Sweden","0 all sectors","833 Agricultural and other mobile-plant operators","women",20200,20400,20000,20900,21200,22800,22700,23000,24500,25200,25400
"SE23 West Sweden","0 all sectors","834 Ships´ deck crews and related workers","men",22300,22300,23900,24400,26600,..,..,26400,..,..,..
"SE23 West Sweden","0 all sectors","834 Ships´ deck crews and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","911 Street vendors and market salespersons","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","911 Street vendors and market salespersons","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","912 Helpers and cleaners","men",16300,16700,17600,18100,18300,19800,20300,20900,21400,21800,22000
"SE23 West Sweden","0 all sectors","912 Helpers and cleaners","women",15800,16400,16700,17500,17700,18900,19500,19900,20200,20900,21400
"SE23 West Sweden","0 all sectors","913 Helpers in restaurants","men",16900,16500,16300,17000,18100,18500,18700,18800,20000,20400,21500
"SE23 West Sweden","0 all sectors","913 Helpers in restaurants","women",15900,16700,16500,17100,17500,18200,19000,19700,19800,20400,20900
"SE23 West Sweden","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men",18900,17900,18600,19200,19700,20300,22200,23300,23000,23300,24500
"SE23 West Sweden","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women",17400,17400,18000,19100,19300,20700,21300,21800,20400,22100,23900
"SE23 West Sweden","0 all sectors","915 Garbage collectors and related labourers","men",19700,20200,20700,21300,21400,22300,22800,23200,24000,23900,25700
"SE23 West Sweden","0 all sectors","915 Garbage collectors and related labourers","women",19400,19000,19800,..,20800,20900,22600,22900,23100,23500,24100
"SE23 West Sweden","0 all sectors","919 Other sales and services elementary occupations","men",16900,18600,18600,19200,19600,21800,19600,20900,21600,22100,22700
"SE23 West Sweden","0 all sectors","919 Other sales and services elementary occupations","women",15600,16700,16700,17400,17700,18700,18600,19700,19900,20300,21100
"SE23 West Sweden","0 all sectors","921 Agricultural, fishery and related labourers","men",..,..,..,..,..,..,19600,..,..,..,..
"SE23 West Sweden","0 all sectors","921 Agricultural, fishery and related labourers","women",..,..,..,17000,..,18100,..,17800,..,..,..
"SE23 West Sweden","0 all sectors","931 Mining and construction labourers","men",..,..,20100,20100,21600,22600,22500,22000,23300,25200,27500
"SE23 West Sweden","0 all sectors","931 Mining and construction labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","932 Manufacturing labourers","men",18900,19300,20300,20600,21600,22500,22800,23100,22200,24800,25300
"SE23 West Sweden","0 all sectors","932 Manufacturing labourers","women",17600,18100,19100,19400,18100,20500,21500,22100,21700,23000,23400
"SE23 West Sweden","0 all sectors","933 Transport labourers and freight handlers","men",22300,22900,24700,25400,24900,27200,28300,32200,27600,30100,34500
"SE23 West Sweden","0 all sectors","933 Transport labourers and freight handlers","women",19400,..,22200,21900,22100,25600,23900,27600,..,27100,33300
