"occuptional  (SSYK 2012)","age","sex","2014","2015","2016","2017","2018"
"242 Organisation analysts, policy administrators and human resource specialists","40-44 years","men",48600,53300,52100,51600,54300
"242 Organisation analysts, policy administrators and human resource specialists","40-44 years","women",42700,45700,44700,46800,48700
"242 Organisation analysts, policy administrators and human resource specialists","45-49 years","men",49100,51400,52100,53700,55300
"242 Organisation analysts, policy administrators and human resource specialists","45-49 years","women",43200,42400,48400,47700,47800
"242 Organisation analysts, policy administrators and human resource specialists","50-54 years","men",51100,51300,52400,46600,49500
"242 Organisation analysts, policy administrators and human resource specialists","50-54 years","women",44900,44200,42500,42900,46800
"242 Organisation analysts, policy administrators and human resource specialists","55-59 years","men",46400,43100,48300,51400,50800
"242 Organisation analysts, policy administrators and human resource specialists","55-59 years","women",40800,43200,43700,43900,48400
"242 Organisation analysts, policy administrators and human resource specialists","60-64 years","men",51800,51700,55000,59500,48700
"242 Organisation analysts, policy administrators and human resource specialists","60-64 years","women",41900,41000,39400,42400,43800
"242 Organisation analysts, policy administrators and human resource specialists","65-66 years","men",..,..,..,..,..
"242 Organisation analysts, policy administrators and human resource specialists","65-66 years","women",..,..,..,..,..
"243 Marketing and public relations professionals","18-24 years","men",..,..,27400,..,27900
"243 Marketing and public relations professionals","18-24 years","women",24000,22700,26800,26500,25300
"243 Marketing and public relations professionals","25-29 years","men",31700,31900,31600,33100,34300
"243 Marketing and public relations professionals","25-29 years","women",30600,29800,30400,31900,33300
"243 Marketing and public relations professionals","30-34 years","men",40200,39900,39200,40000,42800
"243 Marketing and public relations professionals","30-34 years","women",37500,36900,37000,37200,37900
"243 Marketing and public relations professionals","35-39 years","men",44800,46000,43500,42900,47100
"243 Marketing and public relations professionals","35-39 years","women",40100,41100,42000,43300,42300
"243 Marketing and public relations professionals","40-44 years","men",48900,52000,52600,52500,48500
"243 Marketing and public relations professionals","40-44 years","women",43100,41600,41200,44500,46000
"243 Marketing and public relations professionals","45-49 years","men",48500,54300,44800,51800,50700
"243 Marketing and public relations professionals","45-49 years","women",43900,44900,42200,44700,47400
"243 Marketing and public relations professionals","50-54 years","men",49000,49500,50400,47800,52600
"243 Marketing and public relations professionals","50-54 years","women",44400,39900,42100,43000,45400
"243 Marketing and public relations professionals","55-59 years","men",51800,54500,49300,52300,56300
"243 Marketing and public relations professionals","55-59 years","women",44500,47000,..,46200,47400
"243 Marketing and public relations professionals","60-64 years","men",54600,48500,43100,..,54600
"243 Marketing and public relations professionals","60-64 years","women",44800,44800,41800,43600,46200
"243 Marketing and public relations professionals","65-66 years","men",..,..,..,..,..
"243 Marketing and public relations professionals","65-66 years","women",..,..,..,..,..
"251 ICT architects, systems analysts and test managers","18-24 years","men",26000,26100,28600,29500,30600
"251 ICT architects, systems analysts and test managers","18-24 years","women",24600,26300,27100,30000,29800
"251 ICT architects, systems analysts and test managers","25-29 years","men",30900,32300,33300,34100,35900
"251 ICT architects, systems analysts and test managers","25-29 years","women",31000,31700,33200,35200,34900
"251 ICT architects, systems analysts and test managers","30-34 years","men",38100,39900,40400,40700,40700
"251 ICT architects, systems analysts and test managers","30-34 years","women",37900,37100,39500,39900,40900
"251 ICT architects, systems analysts and test managers","35-39 years","men",42500,44300,45200,44700,46000
"251 ICT architects, systems analysts and test managers","35-39 years","women",40800,42400,43700,44800,45500
"251 ICT architects, systems analysts and test managers","40-44 years","men",47100,46300,48600,47600,48700
"251 ICT architects, systems analysts and test managers","40-44 years","women",43900,45100,46100,47500,48100
"251 ICT architects, systems analysts and test managers","45-49 years","men",48300,49100,49200,49400,51300
"251 ICT architects, systems analysts and test managers","45-49 years","women",44900,45500,46100,48700,49400
"251 ICT architects, systems analysts and test managers","50-54 years","men",47900,47900,49500,50500,52300
"251 ICT architects, systems analysts and test managers","50-54 years","women",46000,48700,48300,49600,49700
"251 ICT architects, systems analysts and test managers","55-59 years","men",47400,48200,48800,49900,51800
"251 ICT architects, systems analysts and test managers","55-59 years","women",46400,46900,49100,50000,50900
"251 ICT architects, systems analysts and test managers","60-64 years","men",47300,50500,51100,51400,51500
"251 ICT architects, systems analysts and test managers","60-64 years","women",44900,47400,46700,46900,48300
"251 ICT architects, systems analysts and test managers","65-66 years","men",47300,52300,55300,40200,52800
"251 ICT architects, systems analysts and test managers","65-66 years","women",..,..,..,..,..
"261 Legal professionals","18-24 years","men",..,..,..,..,..
"261 Legal professionals","18-24 years","women",..,..,..,..,..
"261 Legal professionals","25-29 years","men",36700,36300,31700,38400,37500
"261 Legal professionals","25-29 years","women",33900,34900,34000,36500,38000
"261 Legal professionals","30-34 years","men",44400,43700,45900,49200,50500
"261 Legal professionals","30-34 years","women",44300,46900,51200,43500,47500
"261 Legal professionals","35-39 years","men",57800,62500,52900,58200,59200
"261 Legal professionals","35-39 years","women",58400,56000,57200,58900,62300
"261 Legal professionals","40-44 years","men",70600,73000,66800,71900,69600
"261 Legal professionals","40-44 years","women",49500,55300,61300,59200,59500
"261 Legal professionals","45-49 years","men",62600,63600,61100,64700,78300
"261 Legal professionals","45-49 years","women",55300,55900,55300,61200,59500
"261 Legal professionals","50-54 years","men",..,..,63900,..,..
"261 Legal professionals","50-54 years","women",60200,61100,55900,54800,66500
"261 Legal professionals","55-59 years","men",..,79800,..,65800,67000
"261 Legal professionals","55-59 years","women",61400,..,..,..,70400
"261 Legal professionals","60-64 years","men",..,..,66900,..,..
"261 Legal professionals","60-64 years","women",..,..,..,..,..
"261 Legal professionals","65-66 years","men",..,..,..,..,..
"261 Legal professionals","65-66 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","18-24 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","18-24 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","25-29 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","25-29 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","30-34 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","30-34 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","35-39 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","35-39 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","40-44 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","40-44 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","45-49 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","45-49 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","50-54 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","50-54 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","55-59 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","55-59 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","60-64 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","60-64 years","women",..,..,..,..,..
"262 Museum curators and librarians and related professionals","65-66 years","men",..,..,..,..,..
"262 Museum curators and librarians and related professionals","65-66 years","women",..,..,..,..,..
"264 Authors, journalists and linguists","18-24 years","men",26500,28500,33100,31200,31300
"264 Authors, journalists and linguists","18-24 years","women",24900,..,29100,29200,28200
"264 Authors, journalists and linguists","25-29 years","men",32400,30400,30700,31800,32800
"264 Authors, journalists and linguists","25-29 years","women",29600,29600,31600,28900,30300
"264 Authors, journalists and linguists","30-34 years","men",33300,32600,34000,31600,33500
"264 Authors, journalists and linguists","30-34 years","women",32500,32600,33300,31800,34600
"264 Authors, journalists and linguists","35-39 years","men",35700,36200,36500,36500,32600
"264 Authors, journalists and linguists","35-39 years","women",34500,35200,35800,36300,37600
"264 Authors, journalists and linguists","40-44 years","men",38900,39600,38600,39400,41200
"264 Authors, journalists and linguists","40-44 years","women",37100,36600,37200,38000,37300
"264 Authors, journalists and linguists","45-49 years","men",38200,39200,37000,40400,40800
"264 Authors, journalists and linguists","45-49 years","women",37000,36000,39700,37600,37300
"264 Authors, journalists and linguists","50-54 years","men",39400,38400,40300,43900,41500
"264 Authors, journalists and linguists","50-54 years","women",37800,38400,38100,38800,39700
"264 Authors, journalists and linguists","55-59 years","men",38000,37700,37200,39200,41900
"264 Authors, journalists and linguists","55-59 years","women",36200,38800,39700,39700,41100
"264 Authors, journalists and linguists","60-64 years","men",42100,42400,43000,40000,40000
"264 Authors, journalists and linguists","60-64 years","women",35100,39200,40500,41800,40600
"264 Authors, journalists and linguists","65-66 years","men",..,..,..,..,..
"264 Authors, journalists and linguists","65-66 years","women",..,..,..,..,..
"265 Creative and performing artists","18-24 years","men",..,..,..,..,..
"265 Creative and performing artists","18-24 years","women",..,26300,..,..,..
"265 Creative and performing artists","25-29 years","men",30900,32000,27600,31200,35800
"265 Creative and performing artists","25-29 years","women",27600,27800,28600,29500,30300
"265 Creative and performing artists","30-34 years","men",..,30600,30200,36700,..
"265 Creative and performing artists","30-34 years","women",30900,30800,30500,32800,34000
"265 Creative and performing artists","35-39 years","men",34100,34400,33900,35200,35100
"265 Creative and performing artists","35-39 years","women",35300,..,34800,34900,34600
"265 Creative and performing artists","40-44 years","men",34000,..,39300,35100,37700
"265 Creative and performing artists","40-44 years","women",36800,35700,32100,..,37500
